Panelist ID,Panelist Type,Combined Pre-Tax Income of HH,Family Size,HH_RACE,Type of Residential Possession,COUNTY,HH_AGE,HH_EDU,HH_OCC,Age Group Applied to Male HH,Education Level Reached by Male HH,Occupation Code of Male HH,Male Working Hour Code,MALE_SMOKE,Age Group Applied to Female HH,Education Level Reached by Female HH,Occupation Code of Female HH,Female Working Hour Code,FEM_SMOKE,Number of Dogs,Number of Cats,Children Group Code,Marital Status,Language,Number of TVs Used by HH,Number of TVs Hooked to Cable,Year,HISP_FLAG,HISP_CAT,HH Head Race (RACE2),HH Head Race (RACE3),Microwave Owned by HH,ZIPCODE,FIPSCODE,market based upon zipcode,IRI Geography Number,EXT_FACT
3103226,6,3,4,1,1,,,,,3,4,7,2,,3,4,8,2,,0,0,6,1,,3,1,1,,,,,,,,,,
3103259,6,2,4,1,1,,,,,5,7,10,4,,3,4,8,2,,0,1,8,1,,1,1,1,,,,,,,,,,
3103275,6,11,2,3,2,,,,,5,5,2,3,,5,5,3,2,,1,0,8,2,,3,3,1,,,,,,,,,,
3103283,6,6,6,3,1,,,,,3,4,6,3,,2,5,1,3,,0,0,6,1,,1,1,1,,,,,,,,,,
3103333,5,8,2,1,1,,,,,4,4,7,3,,4,4,3,3,,0,0,8,3,,3,1,1,,,,,,,,,,
3103408,6,6,1,1,2,,,,,7,9,11,5,,5,5,1,2,,0,1,8,1,,1,1,1,,,,,,,,,,
3103432,6,9,4,1,2,,,,,4,4,3,3,,4,6,2,3,,1,2,8,2,,7,7,1,,,,,,,,,,
3103440,0,7,4,1,1,,,,,2,6,5,3,,2,7,7,3,,0,0,2,2,,,,1,,,,,,,,,,
3103499,6,8,4,1,2,,,,,4,8,1,3,,4,6,7,3,,0,0,3,2,,4,1,1,,,,,,,,,,
3103507,0,11,4,1,2,,,,,3,7,3,3,,3,4,3,2,,1,1,2,2,,,,1,,,,,,,,,,
3103515,6,7,3,1,1,,,,,3,4,6,3,,3,4,1,3,,0,0,3,2,,2,2,1,,,,,,,,,,
3103531,9,4,2,1,1,,,,,3,4,6,2,,4,4,6,3,,0,0,8,1,,2,2,1,,,,,,,,,,
3103580,6,11,4,1,2,,,,,3,5,1,3,,4,5,1,3,,0,0,3,2,,5,5,1,,,,,,,,,,
3103630,6,8,3,1,2,,,,,3,5,13,1,,3,7,4,3,,0,2,2,2,,3,3,1,,,,,,,,,,
3103663,6,8,3,1,2,,,,,3,7,1,3,,3,7,8,3,,0,0,3,2,,2,2,1,,,,,,,,,,
3103697,6,10,1,1,2,,,,,5,8,1,3,,7,9,11,5,,0,0,8,1,,1,1,1,,,,,,,,,,
3103705,0,1,1,1,1,,,,,7,9,11,5,,4,4,13,1,,0,0,8,3,,,,1,,,,,,,,,,
3103721,5,7,2,1,2,,,,,5,7,9,3,,5,6,13,1,,0,0,8,2,,2,2,1,,,,,,,,,,
3103739,6,11,2,1,2,,,,,5,8,1,3,,4,7,4,3,,0,0,8,2,,4,4,1,,,,,,,,,,
3103747,6,3,2,1,1,,,,,5,4,13,1,,5,4,2,3,,1,0,8,2,,2,2,1,,,,,,,,,,
3103796,6,10,2,1,2,,,,,5,6,7,3,,5,8,10,4,,2,0,8,2,,3,2,1,,,,,,,,,,
3103804,5,8,3,1,2,,,,,3,7,1,3,,3,6,4,3,,0,0,1,2,,2,2,1,,,,,,,,,,
3103820,6,9,4,1,2,,,,,4,6,6,3,,4,6,2,3,,1,0,8,2,,5,4,1,,,,,,,,,,
3103838,6,7,6,1,2,,,,,3,4,7,3,,3,4,13,1,,2,0,7,2,,5,5,1,,,,,,,,,,
3103879,6,8,2,1,2,,,,,5,7,1,3,,5,7,4,3,,0,0,8,2,,2,2,1,,,,,,,,,,
3103887,6,6,1,1,2,,,,,7,9,11,5,,5,5,1,3,,0,1,8,1,,2,1,1,,,,,,,,,,
3103903,5,12,3,1,2,,,,,3,7,1,3,,2,5,4,3,,0,1,1,2,,4,4,1,,,,,,,,,,
3103937,6,12,6,1,2,,,,,5,7,3,3,,5,8,3,3,,0,0,6,2,,5,4,1,,,,,,,,,,
3103945,5,7,4,1,2,,,,,5,3,7,2,,4,4,7,3,,1,0,3,2,,3,3,1,,,,,,,,,,
3103960,6,8,4,1,2,,,,,4,6,5,3,,4,6,8,2,,1,0,2,2,,3,2,1,,,,,,,,,,
3103994,0,11,2,1,2,,,,,3,7,1,3,,3,7,1,3,,0,0,8,1,,,,1,,,,,,,,,,
3104018,6,6,2,1,1,,,,,7,9,11,5,,4,6,4,3,,0,1,8,3,,4,2,1,,,,,,,,,,
3104034,6,10,5,1,2,,,,,4,5,2,3,,2,5,3,3,,0,0,6,2,,2,2,1,,,,,,,,,,
3104059,6,10,4,1,2,,,,,4,7,3,3,,3,6,13,1,,1,0,2,2,,4,4,1,,,,,,,,,,
3104083,6,8,2,1,2,,,,,7,9,11,5,,4,7,1,3,,1,3,3,3,,3,3,1,,,,,,,,,,
3104109,6,12,6,1,2,,,,,3,7,3,3,,3,5,13,1,,0,3,4,2,,1,1,1,,,,,,,,,,
3104117,6,9,4,1,2,,,,,3,5,7,3,,3,7,1,3,,1,1,6,2,,3,3,1,,,,,,,,,,
3104125,0,8,3,1,2,,,,,4,5,4,3,,4,5,4,3,,1,0,3,2,,,,1,,,,,,,,,,
3104158,6,11,4,1,2,,,,,4,6,13,1,,4,4,1,2,,1,2,3,2,,3,3,1,,,,,,,,,,
3104174,6,11,5,1,2,,,,,3,4,7,3,,3,5,2,3,,1,1,6,2,,4,1,1,,,,,,,,,,
3104240,6,12,3,1,2,,,,,5,8,1,3,,5,8,1,2,,0,1,8,2,,2,2,1,,,,,,,,,,
3104273,6,4,4,1,1,,,,,2,4,7,2,,2,4,8,2,,1,1,2,2,,3,2,1,,,,,,,,,,
3104331,6,12,4,1,2,,,,,5,7,1,3,,4,6,13,1,,0,0,8,2,,4,3,1,,,,,,,,,,
3104356,6,8,2,1,2,,,,,5,8,3,2,,5,8,10,4,,1,0,8,2,,4,4,1,,,,,,,,,,
3104364,6,7,4,1,2,,,,,3,3,6,3,,4,4,13,1,,1,0,1,2,,3,3,1,,,,,,,,,,
3104372,5,12,5,1,2,,,,,3,6,7,3,,4,5,7,3,,1,0,3,3,,3,3,1,,,,,,,,,,
3104414,6,6,4,1,2,,,,,2,7,2,3,,3,4,4,2,,0,0,2,1,,1,0,1,,,,,,,,,,
3104430,6,4,2,1,2,,,,,7,9,11,5,,4,6,1,3,,0,0,8,3,,2,2,1,,,,,,,,,,
3104455,6,10,4,1,2,,,,,3,4,6,3,,1,4,7,3,,2,2,2,2,,3,1,1,,,,,,,,,,
3104463,6,1,3,1,1,,,,,7,9,11,5,,1,5,13,1,,0,0,6,1,,1,1,1,,,,,,,,,,
3104489,0,11,6,1,2,,,,,6,8,1,3,,4,7,1,3,,0,2,8,2,,,,1,,,,,,,,,,
3104497,6,8,2,1,2,,,,,5,4,7,3,,5,4,4,3,,0,0,8,2,,2,2,1,,,,,,,,,,
3104513,6,11,3,1,2,,,,,5,7,1,3,,5,5,1,3,,0,0,8,2,,3,3,1,,,,,,,,,,
3104588,6,10,4,1,2,,,,,3,5,7,3,,3,7,1,2,,0,0,6,2,,3,2,1,,,,,,,,,,
3104620,6,11,4,1,2,,,,,2,7,1,3,,2,8,1,3,,2,0,4,2,,5,2,1,,,,,,,,,,
3104638,6,5,4,1,2,,,,,4,4,6,3,,4,4,0,6,,2,2,2,2,,2,2,1,,,,,,,,,,
3104661,6,7,4,1,2,,,,,5,7,6,3,,5,4,2,3,,0,0,3,2,,3,3,1,,,,,,,,,,
3104737,6,6,2,1,2,,,,,6,5,3,3,,5,5,3,3,,0,0,8,2,,2,1,1,,,,,,,,,,
3104745,5,7,4,1,1,,,,,7,9,11,5,,5,6,4,3,,0,2,1,3,,4,3,1,,,,,,,,,,
3104760,6,10,3,1,2,,,,,5,7,1,2,,5,8,1,3,,0,1,8,2,,1,1,1,,,,,,,,,,
3104778,6,8,1,1,2,,,,,7,9,11,5,,5,8,1,3,,0,2,8,3,,2,2,1,,,,,,,,,,
3104810,6,9,4,1,2,,,,,4,5,2,3,,4,5,1,3,,3,2,3,2,,5,5,1,,,,,,,,,,
3104836,6,7,6,1,1,,,,,4,5,6,3,,4,5,8,3,,1,5,2,2,,3,2,1,,,,,,,,,,
3104844,6,7,2,1,2,,,,,3,5,7,3,,3,5,2,3,,0,0,8,2,,1,1,1,,,,,,,,,,
3104851,6,11,4,1,2,,,,,4,6,1,6,,4,4,6,3,,0,1,6,2,,5,5,1,,,,,,,,,,
3104869,6,3,4,1,1,,,,,2,3,13,1,,2,4,8,3,,1,3,6,2,,1,1,1,,,,,,,,,,
3104901,6,7,2,1,1,,,,,4,5,3,3,,4,4,2,3,,0,0,8,2,,1,1,1,,,,,,,,,,
3104968,6,1,1,1,1,,,,,7,9,11,5,,6,4,10,4,,0,0,8,3,,1,1,1,,,,,,,,,,
3104976,6,10,4,1,2,,,,,3,6,3,3,,3,6,3,3,,1,0,2,2,,3,1,1,,,,,,,,,,
3105007,6,4,1,1,2,,,,,7,9,11,5,,6,6,10,4,,0,0,8,4,,1,1,1,,,,,,,,,,
3105064,5,1,1,1,1,,,,,7,9,11,5,,5,5,13,1,,0,0,8,1,,1,1,1,,,,,,,,,,
3105072,6,1,1,1,1,,,,,7,9,11,5,,5,3,13,1,,0,0,8,1,,1,1,1,,,,,,,,,,
3105080,6,10,3,1,1,,,,,3,4,7,3,,4,7,1,3,,0,1,3,2,,3,2,1,,,,,,,,,,
3105098,6,10,5,1,2,,,,,3,5,2,3,,3,7,1,3,,0,1,3,2,,2,1,1,,,,,,,,,,
3105106,6,7,2,1,2,,,,,6,6,10,4,,6,6,7,3,,0,0,8,2,,2,1,1,,,,,,,,,,
3105122,0,3,4,1,1,,,,,3,1,5,3,,2,4,5,3,,0,2,6,3,,,,1,,,,,,,,,,
3105148,0,4,1,1,2,,,,,5,4,10,4,,7,9,11,5,,0,0,8,3,,,,1,,,,,,,,,,
3105163,0,6,2,1,2,,,,,6,5,2,3,,6,4,2,3,,0,0,8,2,,,,1,,,,,,,,,,
3105171,5,7,3,1,2,,,,,3,5,7,3,,4,5,4,2,,0,2,2,2,,2,1,1,,,,,,,,,,
3105221,0,3,2,1,1,,,,,7,9,11,5,,3,6,7,3,,0,0,2,1,,,,1,,,,,,,,,,
3105254,6,3,1,1,1,,,,,7,9,11,5,,5,4,0,2,,0,0,8,3,,2,2,1,,,,,,,,,,
3105262,6,11,4,1,2,,,,,4,4,2,3,,4,4,2,3,,2,4,8,2,,3,3,1,,,,,,,,,,
3105270,6,8,2,1,2,,,,,5,4,4,3,,5,4,1,3,,0,1,8,2,,3,2,1,,,,,,,,,,
3105361,6,8,2,1,2,,,,,5,7,1,3,,5,5,10,4,,2,2,8,2,,3,1,1,,,,,,,,,,
3105387,6,8,1,1,1,,,,,7,9,11,5,,5,7,10,4,,0,0,8,1,,1,1,1,,,,,,,,,,
3105395,5,7,1,1,1,,,,,7,9,11,5,,5,7,1,2,,0,0,8,1,,1,1,1,,,,,,,,,,
3105403,6,6,3,1,2,,,,,5,6,1,3,,5,4,13,1,,1,0,8,2,,4,4,1,,,,,,,,,,
3105460,5,10,4,1,2,,,,,4,7,7,3,,4,5,1,2,,0,1,6,2,,3,2,1,,,,,,,,,,
3105478,0,9,4,1,2,,,,,6,7,2,3,,5,7,13,1,,0,0,8,2,,,,1,,,,,,,,,,
3105486,6,11,2,1,2,,,,,6,7,10,4,,6,7,10,4,,0,0,8,2,,4,4,1,,,,,,,,,,
3105502,5,7,6,1,2,,,,,5,8,13,1,,4,7,7,2,,0,0,6,2,,2,2,1,,,,,,,,,,
3105528,6,2,1,1,1,,,,,7,9,11,5,,5,4,7,3,,0,0,8,3,,1,1,1,,,,,,,,,,
3105577,6,10,5,1,2,,,,,4,7,3,3,,4,8,1,2,,0,2,3,2,,4,3,1,,,,,,,,,,
3105585,9,12,3,1,2,,,,,5,8,13,1,,5,6,2,3,,1,0,8,2,,3,2,1,,,,,,,,,,
3105650,5,2,6,1,1,,,,,3,3,13,1,,3,6,8,6,,1,0,6,3,,4,1,1,,,,,,,,,,
3105726,6,1,2,1,1,,,,,3,3,13,1,,7,9,11,5,,0,0,8,1,,2,6,1,,,,,,,,,,
3105742,6,9,1,1,2,,,,,7,9,11,5,,3,7,1,3,,2,0,8,3,,2,1,1,,,,,,,,,,
3105775,5,12,2,1,2,,,,,5,6,7,3,,4,7,1,3,,1,0,8,2,,5,5,1,,,,,,,,,,
3105791,6,7,6,1,2,,,,,1,7,1,3,,3,7,3,6,,1,0,5,2,,5,4,1,,,,,,,,,,
3105825,5,11,2,1,2,,,,,4,4,6,3,,4,6,1,3,,0,0,8,2,,5,4,1,,,,,,,,,,
3105841,6,12,3,1,2,,,,,4,7,2,2,,4,5,1,3,,1,0,8,2,,5,5,1,,,,,,,,,,
3105890,6,9,4,1,2,,,,,4,6,6,3,,3,3,2,3,,1,0,3,2,,3,0,1,,,,,,,,,,
3105932,5,7,5,1,2,,,,,5,5,9,3,,3,5,3,3,,1,0,1,2,,3,2,1,,,,,,,,,,
3105940,6,12,2,1,2,,,,,6,7,10,4,,6,8,10,4,,0,0,8,2,,4,2,1,,,,,,,,,,
3105981,6,8,2,1,2,,,,,3,4,3,3,,2,6,6,3,,1,0,8,3,,2,2,1,,,,,,,,,,
3106005,6,3,1,1,1,,,,,7,9,11,5,,6,5,13,1,,1,0,8,4,,1,1,1,,,,,,,,,,
3106013,5,4,2,1,2,,,,,6,4,10,4,,6,6,10,4,,0,0,8,2,,3,2,1,,,,,,,,,,
3106070,6,5,3,1,2,,,,,5,3,8,2,,5,4,13,1,,1,0,3,2,,1,1,1,,,,,,,,,,
3106088,5,12,2,1,2,,,,,5,8,1,3,,5,8,1,3,,1,0,8,2,,1,1,1,,,,,,,,,,
3106146,6,6,3,1,2,,,,,7,9,11,5,,4,4,4,3,,2,0,8,3,,2,2,1,,,,,,,,,,
3106161,6,9,4,1,2,,,,,3,7,7,3,,3,6,13,1,,1,0,3,2,,3,3,1,,,,,,,,,,
3106187,6,5,3,1,2,,,,,4,4,2,2,,3,4,1,2,,0,3,3,2,,4,4,1,,,,,,,,,,
3106195,5,10,3,1,2,,,,,5,8,2,3,,5,7,1,3,,1,0,8,2,,3,1,1,,,,,,,,,,
3106260,6,11,2,1,2,,,,,5,7,10,4,,5,8,2,3,,0,2,8,2,,6,6,1,,,,,,,,,,
3106294,6,9,4,1,1,,,,,3,5,5,3,,2,4,13,1,,0,0,2,2,,5,5,1,,,,,,,,,,
3106328,6,12,4,1,2,,,,,4,8,1,3,,3,5,1,3,,1,0,3,2,,4,6,1,,,,,,,,,,
3106344,6,6,1,1,2,,,,,4,5,6,3,,7,9,11,5,,0,0,8,1,,2,1,1,,,,,,,,,,
3106377,0,7,3,1,2,,,,,3,5,2,3,,3,5,1,3,,0,0,8,2,,,,1,,,,,,,,,,
3106385,6,8,2,1,2,,,,,6,4,10,4,,6,4,13,1,,0,0,8,2,,3,3,1,,,,,,,,,,
3106393,6,6,2,1,1,,,,,4,3,0,2,,5,4,9,2,,1,0,8,2,,2,3,1,,,,,,,,,,
3106419,6,5,1,1,2,,,,,7,9,11,5,,5,4,1,2,,1,4,8,3,,2,2,1,,,,,,,,,,
3106435,6,10,3,1,2,,,,,4,7,1,3,,4,7,1,3,,0,1,8,2,,2,2,1,,,,,,,,,,
3106443,0,11,2,1,2,,,,,6,8,10,4,,6,7,10,4,,1,0,8,2,,,,1,,,,,,,,,,
3106450,6,7,2,1,2,,,,,6,6,10,4,,6,7,1,2,,1,1,8,2,,1,1,1,,,,,,,,,,
3106468,6,4,1,1,2,,,,,7,9,11,5,,6,6,13,1,,0,0,8,4,,2,2,1,,,,,,,,,,
3106476,6,5,2,1,2,,,,,6,4,7,3,,6,4,13,1,,0,0,8,2,,2,1,1,,,,,,,,,,
3106484,9,1,1,5,1,,,,,7,9,11,5,,5,3,13,1,,0,0,8,3,,3,3,1,,,,,,,,,,
3106526,5,7,2,1,2,,,,,6,4,10,4,,5,4,8,3,,0,0,8,4,,4,4,1,,,,,,,,,,
3106567,5,6,2,1,2,,,,,4,8,4,3,,5,5,4,2,,0,0,8,2,,1,1,1,,,,,,,,,,
3106575,6,5,2,1,2,,,,,6,6,6,3,,5,5,9,3,,0,0,8,2,,2,1,1,,,,,,,,,,
3106591,0,1,4,1,1,,,,,4,4,7,3,,4,4,8,3,,0,0,3,2,,,,1,,,,,,,,,,
3106633,5,8,3,1,2,,,,,2,7,1,3,,2,7,1,2,,1,0,1,2,,3,2,1,,,,,,,,,,
3106641,6,10,2,1,2,,,,,5,5,1,3,,5,7,3,3,,0,0,8,2,,2,2,1,,,,,,,,,,
3106666,0,6,2,1,2,,,,,6,7,1,3,,6,4,13,1,,1,0,8,2,,,,1,,,,,,,,,,
3106690,6,10,3,1,2,,,,,6,8,1,2,,5,8,1,2,,0,1,8,2,,3,3,1,,,,,,,,,,
3106716,6,8,6,1,1,,,,,7,9,11,5,,3,5,13,1,,0,1,3,5,,4,2,1,,,,,,,,,,
3106724,6,7,2,1,2,,,,,6,3,10,4,,6,4,10,4,,0,0,8,2,,5,2,1,,,,,,,,,,
3106732,6,6,2,1,1,,,,,5,6,2,3,,5,7,1,3,,0,0,8,1,,1,1,1,,,,,,,,,,
3106757,6,11,2,1,2,,,,,4,7,1,3,,4,8,1,2,,2,0,8,2,,4,3,1,,,,,,,,,,
3106765,0,8,2,1,2,,,,,5,4,1,3,,5,4,13,1,,0,2,8,2,,,,1,,,,,,,,,,
3106823,6,3,1,1,2,,,,,7,9,11,5,,5,4,8,2,,0,0,8,3,,2,2,1,,,,,,,,,,
3106849,0,3,2,1,2,,,,,7,9,11,5,,4,6,4,3,,0,1,3,4,,,,1,,,,,,,,,,
3106872,6,7,2,1,2,,,,,5,6,7,3,,5,3,10,4,,3,1,8,2,,2,2,1,,,,,,,,,,
3106963,5,10,5,1,2,,,,,4,7,2,3,,4,7,1,2,,0,0,3,2,,2,2,1,,,,,,,,,,
3106997,6,7,4,1,2,,,,,4,4,6,3,,3,6,1,3,,1,0,6,2,,2,1,1,,,,,,,,,,
3107037,6,3,1,1,1,,,,,7,9,11,5,,4,4,8,3,,1,0,8,3,,3,3,1,,,,,,,,,,
3107045,5,11,3,1,2,,,,,4,7,2,3,,4,4,13,1,,1,0,3,2,,3,3,1,,,,,,,,,,
3107052,6,6,1,1,1,,,,,7,9,11,5,,5,5,4,3,,0,0,8,3,,2,2,1,,,,,,,,,,
3107094,6,11,4,1,2,,,,,5,6,2,3,,4,4,4,3,,1,3,3,2,,2,2,1,,,,,,,,,,
3107136,6,1,5,1,2,,,,,5,8,2,3,,5,7,1,2,,0,0,3,2,,4,3,1,,,,,,,,,,
3107144,6,11,3,1,2,,,,,5,7,3,3,,5,5,2,3,,1,0,8,2,,4,4,1,,,,,,,,,,
3107169,9,8,4,1,2,,,,,3,7,2,2,,3,8,1,3,,1,0,4,2,,2,2,1,,,,,,,,,,
3107177,6,5,2,1,1,,,,,6,4,10,4,,6,4,10,4,,0,0,8,2,,2,1,1,,,,,,,,,,
3107193,6,6,2,1,2,,,,,6,7,10,4,,6,8,10,4,,0,0,8,2,,4,4,1,,,,,,,,,,
3107201,5,6,2,1,2,,,,,6,6,10,4,,5,3,10,4,,0,0,8,2,,2,2,1,,,,,,,,,,
3107243,0,11,6,1,2,,,,,5,5,5,3,,5,8,1,3,,0,0,3,2,,,,1,,,,,,,,,,
3107250,6,12,2,1,2,,,,,5,8,10,4,,4,7,1,2,,0,0,8,2,,6,4,1,,,,,,,,,,
3107268,6,12,5,1,2,,,,,4,7,1,3,,4,7,13,1,,1,0,3,2,,4,3,1,,,,,,,,,,
3107326,6,10,3,1,2,,,,,4,4,3,3,,4,4,13,1,,1,0,8,2,,2,1,1,,,,,,,,,,
3107334,5,6,2,1,1,,,,,7,9,11,5,,4,5,1,3,,0,0,8,1,,3,3,1,,,,,,,,,,
3107342,6,7,5,1,2,,,,,5,5,1,3,,4,4,2,3,,0,0,8,2,,3,3,1,,,,,,,,,,
3107359,6,4,1,1,2,,,,,4,4,1,3,,7,9,11,5,,0,0,8,3,,3,3,1,,,,,,,,,,
3107375,6,9,2,1,2,,,,,5,5,6,3,,5,6,6,6,,0,0,8,2,,1,1,1,,,,,,,,,,
3107417,6,6,1,1,1,,,,,7,9,11,5,,4,6,7,3,,1,0,8,3,,2,2,1,,,,,,,,,,
3107458,6,2,1,1,2,,,,,7,9,11,5,,4,6,13,1,,0,0,8,4,,2,2,1,,,,,,,,,,
3107482,5,8,3,1,2,,,,,3,7,1,3,,3,8,2,2,,1,0,8,2,,1,1,1,,,,,,,,,,
3107508,6,10,5,1,2,,,,,4,6,3,3,,3,5,13,1,,0,0,6,2,,12,10,1,,,,,,,,,,
3107524,6,5,2,1,2,,,,,6,3,10,4,,6,4,8,3,,0,0,8,2,,3,3,1,,,,,,,,,,
3107631,6,11,4,1,2,,,,,3,5,7,3,,3,7,13,1,,1,0,2,2,,7,7,1,,,,,,,,,,
3107649,5,9,3,1,2,,,,,4,7,2,3,,4,5,1,2,,0,0,3,2,,4,4,1,,,,,,,,,,
3107664,5,6,2,1,1,,,,,6,7,1,2,,5,8,3,3,,0,0,8,2,,4,4,1,,,,,,,,,,
3107672,6,4,6,1,2,,,,,7,9,11,5,,6,7,10,4,,1,0,8,3,,2,2,1,,,,,,,,,,
3107680,6,9,4,1,2,,,,,4,4,7,3,,3,4,4,2,,1,0,3,2,,3,3,1,,,,,,,,,,
3107706,6,11,2,1,2,,,,,4,4,7,3,,5,5,2,3,,0,0,8,2,,3,1,1,,,,,,,,,,
3107714,6,1,1,1,1,,,,,7,9,11,5,,5,7,13,1,,0,0,8,3,,1,1,1,,,,,,,,,,
3107722,6,7,3,1,2,,,,,4,3,7,3,,4,5,8,3,,2,1,8,2,,1,0,1,,,,,,,,,,
3107748,6,7,2,1,2,,,,,4,6,1,3,,3,7,2,3,,1,0,8,2,,3,2,1,,,,,,,,,,
3107797,6,6,2,1,2,,,,,4,4,7,2,,4,4,7,3,,1,0,8,2,,2,2,1,,,,,,,,,,
3107813,6,9,5,1,2,,,,,4,8,3,3,,4,5,4,2,,0,0,3,2,,3,3,1,,,,,,,,,,
3107839,6,1,2,1,2,,,,,6,0,13,1,,6,3,13,1,,0,0,8,2,,1,1,1,,,,,,,,,,
3107862,6,10,4,1,2,,,,,5,5,6,3,,4,6,1,3,,1,2,3,2,,3,3,1,,,,,,,,,,
3107888,0,6,4,1,2,,,,,4,7,1,3,,3,4,2,3,,1,0,8,2,,,,1,,,,,,,,,,
3107920,6,11,3,1,2,,,,,4,5,1,3,,3,5,1,2,,0,1,2,2,,3,2,1,,,,,,,,,,
3107946,6,8,4,1,2,,,,,4,5,5,3,,4,4,7,2,,1,0,8,2,,5,2,1,,,,,,,,,,
3108001,6,7,4,1,2,,,,,3,4,6,3,,2,4,7,3,,0,1,8,2,,4,4,1,,,,,,,,,,
3108019,5,9,2,1,2,,,,,5,5,1,3,,6,5,1,3,,0,0,8,2,,2,2,1,,,,,,,,,,
3108027,6,6,2,1,1,,,,,7,9,11,5,,2,5,2,3,,0,1,8,1,,3,1,1,,,,,,,,,,
3108050,0,1,3,1,1,,,,,2,4,6,2,,1,4,13,1,,1,0,2,1,,,,1,,,,,,,,,,
3108068,5,6,2,1,2,,,,,6,4,10,4,,6,4,10,4,,1,0,8,2,,3,3,1,,,,,,,,,,
3108092,0,3,1,3,1,,,,,5,8,3,3,,7,9,11,5,,0,0,8,3,,,,1,,,,,,,,,,
3108118,6,6,1,1,1,,,,,7,9,11,5,,6,5,10,4,,0,0,8,4,,2,1,1,,,,,,,,,,
3108126,6,6,2,1,2,,,,,6,5,10,4,,6,8,10,4,,0,0,8,2,,4,3,1,,,,,,,,,,
3108225,6,8,5,1,2,,,,,3,4,8,2,,3,4,6,3,,3,0,8,2,,6,3,1,,,,,,,,,,
3108290,6,8,3,1,2,,,,,5,5,4,3,,5,5,13,1,,0,1,3,2,,2,2,1,,,,,,,,,,
3108316,6,5,2,1,2,,,,,3,6,1,3,,2,5,9,3,,0,0,8,2,,3,1,1,,,,,,,,,,
3108324,6,8,6,1,2,,,,,4,6,1,3,,5,5,1,3,,1,0,8,2,,4,4,1,,,,,,,,,,
3108332,6,6,1,1,1,,,,,3,7,6,3,,7,9,11,5,,0,0,8,3,,2,1,1,,,,,,,,,,
3108407,6,12,2,1,2,,,,,3,5,3,3,,3,6,2,3,,0,1,8,2,,3,2,1,,,,,,,,,,
3108449,6,2,4,1,1,,,,,7,9,11,5,,4,5,8,2,,1,1,5,1,,2,3,1,,,,,,,,,,
3108480,6,12,4,1,2,,,,,3,7,7,3,,3,5,3,3,,2,0,2,2,,4,2,1,,,,,,,,,,
3108498,5,7,4,1,2,,,,,2,4,7,3,,2,5,2,3,,0,0,4,2,,4,1,1,,,,,,,,,,
3108548,6,10,4,1,2,,,,,4,8,2,3,,4,7,1,2,,0,0,3,2,,5,4,1,,,,,,,,,,
3108563,6,3,5,1,1,,,,,4,3,7,2,,3,6,1,3,,2,0,8,2,,2,1,1,,,,,,,,,,
3108589,6,11,5,1,2,,,,,3,6,3,3,,3,5,3,2,,0,0,2,2,,4,4,1,,,,,,,,,,
3108613,5,8,2,1,2,,,,,6,5,1,3,,5,6,10,4,,0,0,8,2,,2,3,1,,,,,,,,,,
3108696,6,12,4,1,2,,,,,4,7,1,3,,3,8,1,6,,1,0,3,2,,5,5,1,,,,,,,,,,
3108753,6,1,1,3,1,,,,,7,9,11,5,,3,3,7,2,,0,0,8,1,,2,1,1,,,,,,,,,,
3108779,6,4,5,1,1,,,,,3,4,6,3,,2,4,13,1,,0,0,3,1,,3,3,1,,,,,,,,,,
3108845,6,12,4,1,2,,,,,3,5,1,3,,3,5,3,3,,2,1,3,2,,3,3,1,,,,,,,,,,
3108852,6,7,4,1,2,,,,,3,6,1,2,,3,7,1,3,,1,0,6,2,,4,3,1,,,,,,,,,,
3108944,6,12,5,1,2,,,,,3,7,2,3,,3,7,4,2,,1,0,2,2,,3,2,1,,,,,,,,,,
3108969,5,9,4,1,2,,,,,3,4,3,3,,3,5,4,3,,0,0,4,2,,5,1,1,,,,,,,,,,
3108993,6,6,4,1,2,,,,,4,7,1,3,,3,5,1,3,,1,2,3,2,,4,3,1,,,,,,,,,,
3109009,6,5,4,1,1,,,,,3,5,7,3,,3,6,3,3,,1,2,6,2,,2,2,1,,,,,,,,,,
3109058,0,6,4,1,1,,,,,3,6,7,3,,3,6,13,1,,2,0,2,2,,,,1,,,,,,,,,,
3109066,5,8,2,1,2,,,,,3,5,4,3,,2,7,4,3,,0,2,8,2,,3,3,1,,,,,,,,,,
3109074,0,8,2,5,1,,,,,3,8,1,3,,3,6,2,3,,1,0,8,1,,,,1,,,,,,,,,,
3109082,6,10,4,1,2,,,,,3,7,3,3,,3,6,13,1,,1,0,2,2,,3,3,1,,,,,,,,,,
3109108,6,6,1,1,2,,,,,3,5,8,3,,7,9,11,5,,0,0,8,1,,2,1,1,,,,,,,,,,
3109124,5,8,3,1,2,,,,,3,5,3,3,,3,5,4,3,,1,0,2,2,,2,2,1,,,,,,,,,,
3109140,6,7,4,1,2,,,,,3,4,6,3,,3,5,1,2,,2,0,6,2,,3,2,1,,,,,,,,,,
3109272,6,2,5,1,1,,,,,3,6,3,2,,2,4,13,1,,0,0,6,1,,2,2,1,,,,,,,,,,
3109348,6,12,3,1,2,,,,,3,8,2,3,,3,7,7,3,,1,2,2,2,,3,1,1,,,,,,,,,,
3109355,6,9,2,1,2,,,,,1,5,3,3,,2,5,13,1,,1,2,8,2,,2,1,1,,,,,,,,,,
