PANID	WEEK	UNITS	OUTLET	DOLLARS	IRI_KEY	COLUPC
3825133	1145	1	GR	0.77	653776	13500055500
3825182	1134	1	GR	0.77	653776	13500055500
3836767	1134	1	GR	0.77	653776	13500055500
1232561	1121	1	GR	1.99	213290	13500055800
1403170	1123	2	GR	3.98	213290	13500055800
1144816	1126	1	GR	1.99	648764	13500055800
1116681	1148	1	GR	1.25	234140	13500055800
1201954	1159	1	GR	1.99	234140	13500055800
1224147	1140	1	GR	1.5	234140	13500055800
1102525	1144	1	GR	1.5	652159	13500055800
1115808	1157	2	GR	3.98	652159	13500055800
1132910	1161	1	GR	1.99	652159	13500055800
1132977	1152	1	GR	1.99	652159	13500055800
1133025	1155	2	GR	3.98	652159	13500055800
1213983	1145	1	GR	1.5	652159	13500055800
1213983	1145	1	GR	1.5	652159	13500055800
1302356	1148	1	GR	1.5	652159	13500055800
1304535	1122	2	GR	3	652159	13500055800
1809665	1143	1	GR	1.5	652159	13500055800
3402339	1142	1	GR	1.55	257006	13500055800
3824821	1142	1	GR	1.55	257006	13500055800
3136887	1164	1	GR	1.83	264075	13500055800
3131672	1135	1	GR	1.28	233779	13500055800
3335273	1137	1	GR	1.28	233779	13500055800
3819508	1158	1	GR	1.28	233779	13500055800
3362327	1142	1	GR	1.43	257871	13500055800
3821751	1115	1	GR	1.43	257871	13500055800
3356030	1165	2	GR	2.56	653776	13500055800
1151456	1165	1	GR	2.99	213290	13500055901
1193631	1133	2	GR	5.98	213290	13500055901
1215046	1123	1	GR	2.99	213290	13500055901
3116582	1155	2	GR	4.58	264075	13500055901
1113696	1164	1	GR	2.99	213290	13500055902
1120923	1148	2	GR	5.98	213290	13500055902
1120949	1164	1	GR	2.99	213290	13500055902
1123539	1164	1	GR	2.99	213290	13500055902
1214874	1156	1	GR	2.99	213290	13500055902
1148064	1156	1	GR	2.99	648764	13500055902
1211185	1164	1	GR	3.29	648764	13500055902
1325928	1141	1	GR	2.99	648764	13500055902
1116681	1126	1	GR	2.99	234140	13500055902
1223594	1118	1	GR	2.99	234140	13500055902
1142307	1118	2	GR	5.98	652159	13500055902
1145896	1163	1	GR	3.49	652159	13500055902
1200725	1119	2	GR	5.98	652159	13500055902
1210575	1161	2	GR	6.98	652159	13500055902
1226365	1118	1	GR	2.99	652159	13500055902
1312637	1119	1	GR	2.99	652159	13500055902
1312637	1119	1	GR	2.99	652159	13500055902
1313783	1162	1	GR	3.49	652159	13500055902
3137315	1156	1	GR	1.49	257006	13500055902
3116335	1143	1	GR	2.29	264075	13500055902
